chennai_crime_dataset_500_synthetic_plus100
crime_id,crime_type,reported_datetime,road_name,latitude,longitude,road_segment_id,lighting,road_type,crime_count_6mo,crime_types_in_area,police_distance_km,cctv_present,eyewitness_reports,victims_count,victims_age_group,victims_gender,severity_level,case_status,primary_evidence,jurisdiction,reported_by,community_reports,safety_score,affected_route_id,affected_segments,proximity_to_route_km,sanitized_description
1f1e38e7-ab99-482d-babd-b013a1cf416c,assault,2025-07-02 05:42:58,Adyar Bridge Rd,13.076648,80.323923,seg_4943,Moderate,Main road,324,"vandalism,robbery",1.34,Yes,2,107,Mixed,Mixed,Low,Under Investigation,No evidence,Chennai North,Anonymous Tip,0,0.745,route_491,seg_9480,0.203,Report indicates violent altercation; details under review.
778ee269-1435-48fb-94cf-d990eb77b5bf,theft,2025-06-13 15:47:16,Nungambakkam High Road,13.128058,80.201451,seg_3793,Good,Coastal road,394,robbery,0.11,No,4,108,Child,Male,Low,Under Investigation,CCTV footage,Chennai West,Hospital,7,0.745,route_478,seg_8835;seg_7909;seg_3732;seg_2852,0.199,Reported incident matching category; under local jurisdiction.
92f01324-ce89-4435-b384-99c8f2c93067,burglary,2025-06-10 22:55:06,Anna Salai,13.036249,80.229453,seg_9412,Moderate,Coastal road,222,"arson,burglary,assault",0.07,No,4,120,Adult,Male,Low,Open,CCTV footage,Chennai North,Media Report,3,0.891,route_801,seg_4027;seg_6759,0.044,Victim(s) reported; case under preliminary investigation.
c586e49f-ddc7-4015-af12-6994856c1d04,burglary,2025-06-07 08:49:27,Marina Promenade,12.954547,80.244754,seg_9920,Moderate,Residential,264,"theft,robbery,eve_teasing",0.28,No,0,107,Child,Mixed,Low,Open,Digital trace,Chennai North,Police Report,12,0.615,route_876,seg_1256;seg_4943;seg_4376;seg_2102,0.151,Reported incident matching category; under local jurisdiction.
31604b5f-7c89-4aa9-a18f-aa56e9827977,theft,2025-05-25 19:09:23,Royapettah Main St,13.069401,80.235474,seg_9264,Good,Highway,221,"fraud,vandalism,theft",0.05,Yes,0,112,Child,Unknown,Low,Open,Digital trace,Chennai South,Police Report,4,0.918,route_767,seg_5035,1.144,Victim(s) reported; case under preliminary investigation.
35957adc-8cde-43a9-9b10-b49c990095c1,robbery,2025-05-24 23:42:28,Perambur High St,13.027913,80.251776,seg_9711,Moderate,Underpass,385,"assault,vandalism",0.57,No,1,108,Mixed,Female,Low,Closed - Arrest,Digital trace,Chennai South,Anonymous Tip,2,0.616,route_346,seg_5380;seg_1866;seg_7064;seg_5081,1.017,Reported suspicious activity; law enforcement notified.
61c0fd98-5e82-4e97-9050-07c061716bac,burglary,2025-05-03 17:09:53,Triplicane Back Street,12.97204,80.202488,seg_4064,Good,Main road,316,"fraud,eve_teasing,vandalism",1.1,No,1,108,Child,Mixed,Low,Under Investigation,Forensic samples,Chennai West,Citizen App,2,0.744,route_606,seg_9321;seg_6467;seg_1870;seg_8230,0.409,Reported incident matching category; under local jurisdiction.
46772c6a-fbe5-4e74-9fb9-00fbd860f798,scam,2025-04-22 16:23:55,Triplicane Back Street,12.973463,80.349936,seg_4974,Moderate,Highway,297,"theft,arson",2.65,No,0,105,Adult,Mixed,High,Under Investigation,Partial evidence,Chennai Central,NGO Report,4,0.418,route_568,seg_8635;seg_2615;seg_8692;seg_6246,1.371,Report indicates violent altercation; details under review.
23caae4e-15b4-4428-8262-116f54d30a19,robbery,2025-04-22 13:03:49,Mount Road,13.130709,80.251578,seg_9397,Good,Main road,391,burglary,2.46,Yes,1,110,Child,Female,Low,Closed - Arrest,Partial evidence,Chennai North,Media Report,7,0.483,route_860,seg_5762,1.008,Report indicates violent altercation; details under review.
b5f75f8d-e575-4250-bbd9-aa519a2631fb,rape,2025-04-22 10:20:47,Choolaimedu Alley,13.131572,80.325579,seg_2600,Moderate,Residential,286,"vandalism,eve_teasing,assault",0.05,Yes,2,105,Adult,Female,Low,Closed - Unsolved,No evidence,Chennai Central,Citizen App,0,0.541,route_926,seg_9561,0.177,Reported incident matching category; under local jurisdiction.
a5a67aea-df35-4d3a-8ccc-c227613579de,burglary,2025-04-21 23:47:00,Alwarpet Lane,12.979185,80.239116,seg_7841,Good,Residential,261,theft,0.92,Yes,0,106,Mixed,Female,Medium,Closed - Arrest,Digital trace,Chennai Central,NGO Report,12,0.666,route_700,seg_8550;seg_3756;seg_6770;seg_3773,0.21,Allegation received; case forwarded to investigating officer.
833efec1-805b-4f6e-8b77-892dbfd4579b,scam,2025-04-19 14:53:53,Nungambakkam High Road,12.998783,80.226168,seg_6422,Moderate,Market street,354,assault,0.57,No,0,120,Child,Female,Low,Closed - Arrest,No evidence,Chennai North,Anonymous Tip,9,0.614,route_402,seg_8037;seg_7370;seg_1072;seg_4519,0.309,Reported incident matching category; under local jurisdiction.
be112df7-6ff9-420f-b7a9-8ce6bb5b7716,robbery,2025-04-18 03:22:02,Royapettah Main St,13.057601,80.23057,seg_5237,Moderate,Main road,208,"arson,eve_teasing",0.71,No,5,115,Mixed,Male,Low,Cold Case,Partial evidence,Chennai North,NGO Report,2,0.626,route_261,seg_4288;seg_5444;seg_1869,0.697,Reported incident matching category; under local jurisdiction.
fab67256-484d-458d-ab11-65819ea9ebe4,theft,2025-04-14 05:04:29,Alwarpet Lane,13.134145,80.342488,seg_7699,Moderate,Underpass,279,"arson,fraud,theft",0.55,No,1,106,Child,Female,Medium,Closed - Arrest,Partial evidence,Chennai East,Police Report,2,0.795,route_207,seg_8430;seg_7215;seg_6250,0.658,Allegation received; case forwarded to investigating officer.
63ca2680-7dbf-4720-9ae9-4515aed488d9,theft,2025-04-13 18:21:16,Velachery Bypass,13.04684,80.308688,seg_9595,Moderate,Underpass,341,"robbery,fraud",0.12,No,3,108,Child,Female,Low,Under Investigation,Digital trace,Chennai East,Citizen App,4,0.834,route_246,seg_5786,1.046,Victim(s) reported; case under preliminary investigation.
ed948f42-b125-4f91-840d-b8b01995beda,burglary,2025-04-13 13:41:02,Nungambakkam High Road,12.97991,80.32085,seg_7906,Moderate,Coastal road,398,"robbery,vandalism,eve_teasing",6.73,No,3,107,Mixed,Mixed,High,Under Investigation,Partial evidence,Chennai East,Police Report,6,0.455,route_301,seg_1983;seg_4530,1.221,Reported suspicious activity; law enforcement notified.
0755586a-103b-421e-a9dc-3240c8017a06,assault,2025-04-11 15:55:47,Marina Promenade,13.08568,80.248635,seg_9943,Good,Alley,380,fraud,0.47,No,2,107,Adult,Female,Low,Open,Witness statements,Chennai West,Citizen App,11,0.467,route_578,seg_8187;seg_4991,1.389,Reported incident matching category; under local jurisdiction.
594d1830-27e9-4d46-b2ea-c5e464f65e2a,theft,2025-03-30 05:22:03,Triplicane Back Street,13.114814,80.303753,seg_4370,Good,Alley,315,"burglary,robbery",2.57,Yes,1,111,Mixed,Mixed,Medium,Open,Partial evidence,Chennai East,Hospital,11,0.59,route_512,seg_3789;seg_6162,1.022,Victim(s) reported; case under preliminary investigation.
2cac8c8d-92e5-400d-8f9d-fe1f1ed64408,theft,2025-03-30 01:30:44,Alwarpet Lane,13.015922,80.313602,seg_2021,Good,Alley,357,"eve_teasing,vandalism,fraud",1.34,Yes,4,118,Mixed,Male,Low,Open,No evidence,Chennai East,Anonymous Tip,9,0.705,route_282,seg_3121;seg_5432;seg_1683;seg_2704,0.053,Allegation received; case forwarded to investigating officer.
9e440275-a88e-41bd-a314-5763519268be,human_trafficking,2025-03-27 11:35:26,Nungambakkam High Road,13.03619,80.22646,seg_3200,Good,Residential,224,arson,0.78,Yes,4,105,Child,Female,Low,Open,Witness statements,Chennai South,NGO Report,6,0.374,route_651,seg_3721,0.12,Reported incident matching category; under local jurisdiction.
9e7d715a-4902-4d40-9fc9-901e09f8acc6,theft,2025-03-27 06:24:46,Triplicane Back Street,13.016313,80.271993,seg_6877,Poor,Underpass,375,fraud,7.02,No,0,105,Mixed,Male,High,Closed - Unsolved,Witness statements,Chennai East,Citizen App,4,0.368,route_951,seg_2235,1.338,Allegation received; case forwarded to investigating officer.
00761e04-79d4-42af-9b0c-faa929488991,burglary,2025-03-09 09:05:01,Kamarajar Salai,13.011502,80.230779,seg_7878,Moderate,Main road,232,"theft,vandalism,eve_teasing",0.24,Yes,5,105,Mixed,Mixed,Low,Cold Case,Partial evidence,Chennai West,Anonymous Tip,5,0.889,route_669,seg_2565,0.758,Reported suspicious activity; law enforcement notified.
624981c8-6d17-4cfa-9ad0-33070dc92ea2,eve_teasing,2025-03-08 07:38:29,Nungambakkam High Road,13.108213,80.27675,seg_7204,Moderate,Market street,329,"theft,vandalism",0.64,Yes,0,106,Child,Female,Low,Open,Digital trace,Chennai North,Hospital,4,0.848,route_516,seg_5731;seg_3960;seg_2926;seg_3155,1.441,Reported incident matching category; under local jurisdiction.
3ff5a310-6d8b-4218-8965-3fdd5e2d37ca,robbery,2025-03-06 11:49:07,Triplicane Back Street,13.036781,80.22225,seg_2535,Moderate,Residential,313,burglary,1.17,No,3,105,Adult,Female,Medium,Cold Case,Witness statements,Chennai Central,Police Report,4,0.522,route_366,seg_7458;seg_4077,0.104,Reported incident matching category; under local jurisdiction.
5af72ed0-6924-4eab-b02c-b1ba50259980,scam,2025-02-28 02:50:04,Choolaimedu Alley,13.11855,80.235406,seg_9196,Dark,Highway,217,"fraud,assault",0.15,No,3,110,Mixed,Mixed,Medium,Open,Partial evidence,Chennai North,NGO Report,5,0.662,route_798,seg_4865;seg_7928;seg_4571;seg_3363,0.16,Victim(s) reported; case under preliminary investigation.
f486dd73-d234-438d-bef4-e27899f2956f,burglary,2025-02-28 01:30:42,Kodambakkam Road,13.084881,80.259612,seg_6992,Good,Market street,318,"vandalism,eve_teasing",1.17,No,0,113,Adult,Unknown,Low,Closed - Arrest,Forensic samples,Chennai East,Hospital,10,0.523,route_580,seg_4830,0.707,Allegation received; case forwarded to investigating officer.
b818749c-94b4-4d35-a016-95cce71cb6c7,murder,2025-02-24 15:33:42,Alwarpet Lane,13.120067,80.205595,seg_3868,Moderate,Market street,378,"assault,fraud",0.81,No,4,117,Adult,Unknown,High,Open,Digital trace,Chennai Central,Police Report,0,0.339,route_505,seg_6489,0.427,Allegation received; case forwarded to investigating officer.
46f217f9-e100-44ee-a5a6-cf486f9959d4,assault,2025-02-15 22:12:23,Besant Nagar Rd,13.063696,80.238007,seg_2339,Poor,Alley,337,robbery,0.76,Yes,2,105,Child,Female,High,Closed - Unsolved,CCTV footage,Chennai North,Hospital,11,0.443,route_504,seg_8454;seg_8371;seg_5342,0.512,Victim(s) reported; case under preliminary investigation.
2528e678-b25a-4225-a448-b5720f18c871,homicide,2025-02-13 05:22:21,Alwarpet Lane,12.973677,80.24764,seg_3384,Poor,Market street,367,"vandalism,arson",3.27,No,3,106,Child,Unknown,Low,Closed - Arrest,Digital trace,Chennai Central,Citizen App,12,0.058,route_392,seg_3155,0.277,Allegation received; case forwarded to investigating officer.
1fa2bf8a-bdc2-4129-b1cf-aae7f7017b98,robbery,2025-02-08 06:25:02,Kamarajar Salai,12.964175,80.339532,seg_9051,Dark,Alley,264,"robbery,theft,eve_teasing",0.19,No,1,106,Mixed,Male,Low,Closed - Arrest,No evidence,Chennai Central,Anonymous Tip,0,0.52,route_831,seg_9667;seg_1666;seg_2153,1.252,Reported incident matching category; under local jurisdiction.
5f13ad54-d3bb-4aca-860a-77d6c1bb76ea,robbery,2025-02-02 00:39:06,Triplicane Back Street,12.98166,80.295084,seg_8206,Moderate,Underpass,349,"fraud,vandalism,arson",0.05,Yes,3,108,Adult,Female,Medium,Closed - Unsolved,Forensic samples,Chennai South,Police Report,3,0.751,route_797,seg_3430;seg_1197;seg_5250,0.546,Allegation received; case forwarded to investigating officer.
83f1b67c-e682-4bc2-a52c-6b500e625aad,robbery,2025-01-31 01:09:28,Marina Promenade,13.100969,80.254097,seg_5021,Good,Main road,378,eve_teasing,2.9,No,1,120,Adult,Female,High,Under Investigation,No evidence,Chennai West,Media Report,12,0.197,route_898,seg_1487;seg_8251;seg_3385,1.155,Allegation received; case forwarded to investigating officer.
6f78cd1d-f352-49c4-87a2-a1dbf929876a,theft,2025-01-08 04:26:46,Alwarpet Lane,13.076221,80.234341,seg_1514,Poor,Residential,244,"theft,eve_teasing,fraud",0.26,Yes,0,119,Mixed,Unknown,Low,Open,Partial evidence,Chennai East,Hospital,3,0.809,route_684,seg_4119;seg_2545;seg_2588;seg_8062,0.531,Reported suspicious activity; law enforcement notified.
385bc125-e252-4b9d-8995-655af5d26738,theft,2025-01-07 12:05:54,Royapettah Main St,13.037552,80.265913,seg_3600,Good,Highway,275,"fraud,robbery",1.8,No,0,110,Child,Male,High,Closed - Arrest,CCTV footage,Chennai Central,Police Report,8,0.423,route_894,seg_5655;seg_5128;seg_3463;seg_6461,0.122,Victim(s) reported; case under preliminary investigation.
883730ba-f44c-42c0-8665-3095052c5b48,robbery,2025-01-05 10:26:51,T. Nagar Main Rd,13.006544,80.328941,seg_4824,Dark,Underpass,210,"arson,vandalism,theft",1.41,No,1,114,Mixed,Female,Medium,Under Investigation,Digital trace,Chennai South,NGO Report,2,0.36,route_273,seg_3718,1.189,Allegation received; case forwarded to investigating officer.
04031e5f-1d01-40b0-ad8b-0f9bfdabe03e,robbery,2024-12-30 07:44:05,Royapettah Main St,13.047801,80.271971,seg_5480,Good,Highway,353,"arson,robbery,theft",0.05,No,1,105,Child,Mixed,Critical,Closed - Unsolved,Forensic samples,Chennai North,NGO Report,11,0.436,route_280,seg_8247;seg_5201;seg_8849,0.321,Allegation received; case forwarded to investigating officer.
caf2a0a6-a05e-41b8-9583-9012fa4b6dd0,child_abuse,2024-12-26 22:44:30,T. Nagar Main Rd,13.07668,80.329057,seg_7305,Poor,Market street,284,"eve_teasing,theft,fraud",4.15,Yes,0,118,Child,Female,Medium,Open,Partial evidence,Chennai East,Media Report,12,0.052,route_412,seg_6500,1.104,Reported incident matching category; under local jurisdiction.
2b280aa2-c6d2-41d4-a267-07ba650bc3ba,rape,2024-12-20 12:39:28,Mount Road,13.018655,80.291855,seg_8455,Moderate,Main road,228,"theft,robbery",1.07,No,0,107,Adult,Female,Critical,Under Investigation,Digital trace,Chennai South,Hospital,10,0.035,route_353,seg_3664;seg_5974;seg_8976,0.432,Report indicates violent altercation; details under review.
f9e47684-4585-416e-9e55-68c03a95aef9,theft,2024-12-08 04:08:38,Alwarpet Lane,13.084807,80.320925,seg_3937,Good,Underpass,375,"theft,burglary,vandalism",0.2,Yes,0,109,Adult,Mixed,High,Open,No evidence,Chennai North,NGO Report,6,0.749,route_670,seg_4700;seg_5914,1.026,Reported incident matching category; under local jurisdiction.
9a6a4cbd-621e-4dd5-9ce8-5b3018d840ba,robbery,2024-12-05 18:12:35,Kamarajar Salai,12.979591,80.222575,seg_9530,Dark,Underpass,219,"fraud,arson",2.37,Yes,1,108,Mixed,Female,Medium,Under Investigation,Digital trace,Chennai North,NGO Report,3,0.385,route_264,seg_4806,1.252,Allegation received; case forwarded to investigating officer.
71ee50fb-2d58-4c57-be34-3d165d316f9a,burglary,2024-11-30 01:22:32,Anna Salai,12.952642,80.21669,seg_1526,Moderate,Market street,250,"assault,eve_teasing",0.05,Yes,0,120,Child,Unknown,Medium,Closed - Unsolved,Partial evidence,Chennai Central,Media Report,8,0.806,route_513,seg_7941;seg_3569,0.408,Reported incident matching category; under local jurisdiction.
85bc991d-ee11-4ea3-a6c1-ed2dd48ae2ae,theft,2024-11-16 22:09:26,Kodambakkam Road,13.130786,80.281839,seg_7049,Moderate,Market street,324,"assault,robbery,fraud",0.14,Yes,0,112,Child,Mixed,High,Closed - Arrest,CCTV footage,Chennai Central,Citizen App,10,0.658,route_455,seg_6794,1.17,Reported suspicious activity; law enforcement notified.
bc8a01ff-f714-4dfb-b302-8b394e9a4160,robbery,2024-11-15 22:08:31,Nungambakkam High Road,13.099851,80.300058,seg_3839,Good,Highway,201,"robbery,arson",0.29,No,0,117,Child,Unknown,Low,Open,CCTV footage,Chennai North,NGO Report,4,0.622,route_565,seg_3862;seg_9248,0.048,Reported incident matching category; under local jurisdiction.
969a08a1-8ee1-4865-8535-d71b08fa701b,eve_teasing,2024-11-15 15:33:53,Triplicane Back Street,13.045219,80.306776,seg_1282,Good,Highway,398,assault,3.1,Yes,2,110,Child,Mixed,Medium,Under Investigation,No evidence,Chennai East,NGO Report,5,0.691,route_919,seg_5438;seg_6023;seg_5118;seg_4777,0.181,Victim(s) reported; case under preliminary investigation.
49d56ef3-8017-4b95-a412-f547d912fdc6,robbery,2024-11-05 14:36:37,Velachery Bypass,12.955217,80.211921,seg_8808,Good,Highway,397,"vandalism,eve_teasing",0.4,No,1,117,Mixed,Mixed,Low,Under Investigation,No evidence,Chennai South,Citizen App,3,0.625,route_431,seg_7694,1.147,Reported incident matching category; under local jurisdiction.
ba70bcf6-4afe-4935-9d97-3c0542a5fe59,theft,2024-10-31 22:49:11,Velachery Bypass,13.01027,80.212976,seg_8170,Good,Market street,211,"robbery,assault",0.43,No,0,105,Adult,Female,Low,Under Investigation,Partial evidence,Chennai Central,Anonymous Tip,2,0.713,route_505,seg_1182;seg_3316;seg_3019,0.063,Allegation received; case forwarded to investigating officer.
1f28a7c7-c85b-4719-bf98-44f93ecb14c3,robbery,2024-10-27 08:31:50,Perambur High St,13.134186,80.349614,seg_2480,Moderate,Residential,277,"assault,robbery,fraud",2.52,Yes,1,107,Adult,Unknown,Low,Open,CCTV footage,Chennai North,NGO Report,12,0.366,route_257,seg_6873;seg_7141;seg_8056,0.218,Allegation received; case forwarded to investigating officer.
419fa556-a550-489f-b1ab-313cf43faa72,theft,2024-10-20 22:56:29,Velachery Bypass,13.05347,80.215965,seg_2353,Good,Market street,246,"eve_teasing,fraud",0.85,No,2,112,Child,Male,Low,Open,Partial evidence,Chennai West,Anonymous Tip,7,0.673,route_211,seg_7581;seg_7921;seg_1893;seg_5963,0.637,Reported incident matching category; under local jurisdiction.
d09c87df-f683-41cf-95fb-339c4c88fe68,scam,2024-10-17 08:02:30,Choolaimedu Alley,12.956113,80.25587,seg_8308,Good,Coastal road,287,vandalism,2.27,No,1,120,Child,Mixed,Low,Closed - Unsolved,Digital trace,Chennai North,NGO Report,0,0.636,route_595,seg_3669,1.281,Victim(s) reported; case under preliminary investigation.
c89cb8d9-d50a-41ea-a292-1bdeceba8d69,child_abuse,2024-10-15 04:21:25,Mount Road,13.034432,80.209529,seg_8668,Moderate,Underpass,258,"arson,burglary,robbery",1.12,No,3,119,Child,Female,Low,Closed - Arrest,Digital trace,Chennai East,NGO Report,12,0.13,route_856,seg_2827;seg_5808;seg_8123,0.237,Reported incident matching category; under local jurisdiction.
18a9c29b-8ee8-4c62-972c-fdbf83a1b3b7,burglary,2024-10-11 20:31:36,Kodambakkam Road,12.981997,80.204671,seg_8179,Good,Highway,379,"arson,robbery,theft",2.44,Yes,2,108,Child,Mixed,Low,Under Investigation,Partial evidence,Chennai South,Anonymous Tip,7,0.649,route_579,seg_8273;seg_2259;seg_3255,0.794,Reported suspicious activity; law enforcement notified.
f020e4b3-87fd-4e88-acf3-dbde14e79186,rape,2024-10-08 09:44:30,Kodambakkam Road,12.97892,80.235608,seg_1894,Moderate,Residential,225,burglary,0.44,Yes,0,107,Adult,Female,High,Under Investigation,Digital trace,Chennai West,Anonymous Tip,11,0.245,route_678,seg_6499;seg_5909;seg_7859,0.493,Reported incident matching category; under local jurisdiction.
9433c752-1ead-4190-b4f1-d34149466f6c,theft,2024-10-03 19:32:20,Royapettah Main St,13.055251,80.288236,seg_7468,Poor,Residential,242,assault,2.14,No,1,109,Child,Unknown,Medium,Under Investigation,Witness statements,Chennai South,Media Report,2,0.565,route_696,seg_3119;seg_9408;seg_9669;seg_2934,1.042,Reported suspicious activity; law enforcement notified.
2fae14f6-d729-4d24-b0f5-60744ca452cf,child_abuse,2024-10-02 13:56:55,Nungambakkam High Road,12.955651,80.299851,seg_5281,Moderate,Main road,233,"vandalism,burglary,robbery",0.83,No,0,107,Child,Female,Low,Under Investigation,Digital trace,Chennai South,Police Report,1,0.303,route_989,seg_7297,0.597,Allegation received; case forwarded to investigating officer.
d9d561c7-1f03-4b84-9c33-050a31c634d8,theft,2024-09-29 16:37:41,T. Nagar Main Rd,12.960091,80.25754,seg_7987,Good,Residential,389,vandalism,0.12,No,3,105,Mixed,Unknown,Medium,Under Investigation,Witness statements,Chennai East,Police Report,12,0.731,route_982,seg_3159;seg_2522;seg_8672;seg_2593,0.683,Reported suspicious activity; law enforcement notified.
cb81b47a-74a2-454b-b5b9-021ba385e544,robbery,2024-09-18 19:16:28,Perambur High St,13.119646,80.247472,seg_3772,Dark,Highway,312,"vandalism,eve_teasing,arson",2.39,No,4,120,Mixed,Male,High,Under Investigation,Digital trace,Chennai North,Police Report,3,0.234,route_979,seg_5368;seg_2375,0.259,Reported incident matching category; under local jurisdiction.
b27e9210-967a-4582-9c8a-89ae1889333d,theft,2024-09-17 16:35:47,Choolaimedu Alley,12.967801,80.216565,seg_9095,Good,Highway,293,"eve_teasing,vandalism,burglary",0.05,Yes,1,106,Mixed,Male,High,Closed - Arrest,No evidence,Chennai Central,NGO Report,7,0.752,route_251,seg_3862,1.311,Report indicates violent altercation; details under review.
d173069f-e9f7-4b23-8a02-7a2b73d30a0c,theft,2024-09-06 06:53:35,Marina Promenade,13.065698,80.221693,seg_6185,Good,Residential,378,"assault,arson,vandalism",1.05,No,4,105,Child,Mixed,Low,Pending Forensics,No evidence,Chennai Central,Media Report,11,0.636,route_203,seg_3059;seg_8361;seg_2596;seg_1597,0.328,Victim(s) reported; case under preliminary investigation.
4c3148af-f6bc-4a07-9706-2f63d59f29d0,assault,2024-09-05 02:18:47,Nungambakkam High Road,13.103976,80.248511,seg_2212,Good,Alley,310,"robbery,vandalism,eve_teasing",0.85,Yes,0,107,Adult,Mixed,Critical,Open,No evidence,Chennai North,Hospital,3,0.546,route_824,seg_3923;seg_9061;seg_2776;seg_3357,0.811,Reported suspicious activity; law enforcement notified.
f55d26cf-6d69-4873-ab26-6847c08f430d,robbery,2024-09-04 23:03:24,Adyar Bridge Rd,12.970004,80.288315,seg_5508,Good,Alley,205,"burglary,assault",0.43,No,0,116,Child,Unknown,Low,Open,CCTV footage,Chennai East,Hospital,0,0.683,route_794,seg_1558;seg_8282;seg_1698,1.362,Report indicates violent altercation; details under review.
ee5699e9-7bd3-4ed7-b1a5-9e353fac3b70,eve_teasing,2024-09-04 18:03:21,Velachery Bypass,12.969341,80.300221,seg_9871,Moderate,Coastal road,362,"assault,theft,vandalism",0.53,No,0,108,Adult,Unknown,High,Under Investigation,Partial evidence,Chennai West,Media Report,3,0.639,route_687,seg_2293;seg_7468;seg_1568,0.753,Allegation received; case forwarded to investigating officer.
773ea472-7c6d-4a99-b80a-b8d745ad5814,scam,2024-08-31 06:53:57,Nungambakkam High Road,13.04492,80.250108,seg_5322,Poor,Market street,307,assault,1.05,Yes,2,120,Adult,Mixed,Critical,Under Investigation,No evidence,Chennai South,Hospital,1,0.707,route_246,seg_5762,1.253,Allegation received; case forwarded to investigating officer.
b4d4bcc9-7328-4b5d-8963-2b29c5594155,scam,2024-08-28 20:06:19,Triplicane Back Street,13.146586,80.217819,seg_9119,Poor,Residential,208,"theft,vandalism,fraud",1.65,No,0,113,Child,Unknown,Low,Pending Forensics,CCTV footage,Chennai South,Citizen App,5,0.521,route_712,seg_4874,0.078,Report indicates violent altercation; details under review.
6f769961-1e2a-49f9-9f69-cafa3157def7,scam,2024-08-28 07:49:52,Adyar Bridge Rd,13.029694,80.291621,seg_6410,Poor,Main road,311,"eve_teasing,theft,burglary",1.38,Yes,3,118,Child,Female,Low,Open,Partial evidence,Chennai Central,Anonymous Tip,12,0.649,route_454,seg_8404;seg_8785;seg_9436,0.62,Victim(s) reported; case under preliminary investigation.
